,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
120,9,3,89641,699029469.77,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,Bundesministerium für Wirtschaft und Klimaschutz,896410903,Bundesministerium für Wirtschaft und Klimaschutz nulldreiachtneunsechsviereins ,Bundesministerium für Wirtschaft und Klimaschutz nulldreiachtneunsechsviereins  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland
121,12,1,74122,697132709.99,Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741221201,Bundesministerium für Digitales und Verkehr nulleinssiebenviereinszweizwei ,Bundesministerium für Digitales und Verkehr nulleinssiebenviereinszweizwei  Bedarfsplanmaßnahmen (Bundesstraßen)
122,12,18,42801,682821388.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,428011218,Bundesministerium für Digitales und Verkehr einsachtvierzweiachtnulleins ,Bundesministerium für Digitales und Verkehr einsachtvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
123,23,1,18601,681004796.12,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,186012301,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinseinsachtsechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinseinsachtsechsnulleins  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben
124,12,2,12101,650000000.0,Gewinne aus Beteiligungen,Bundesministerium für Digitales und Verkehr,121011202,Bundesministerium für Digitales und Verkehr nullzweieinszweieinsnulleins ,Bundesministerium für Digitales und Verkehr nullzweieinszweieinsnulleins  Gewinne aus Beteiligungen
126,14,8,55811,632773937.24,"Große Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558111408,Bundesministerium der Verteidigung nullachtfünffünfachteinseins ,"Bundesministerium der Verteidigung nullachtfünffünfachteinseins  Große Neu-, Um- und Erweiterungsbauten"
128,14,6,55307,621185771.58,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Bundesministerium der Verteidigung,553071406,Bundesministerium der Verteidigung nullsechsfünffünfdreinullsieben ,Bundesministerium der Verteidigung nullsechsfünffünfdreinullsieben  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte
129,60,2,68302,619486996.86,Corona-Unternehmenshilfen,Allgemeine Finanzverwaltung,683026002,Allgemeine Finanzverwaltung nullzweisechsachtdreinullzwei ,Allgemeine Finanzverwaltung nullzweisechsachtdreinullzwei  Corona-Unternehmenshilfen
131,14,5,55410,600640649.04,"Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",Bundesministerium der Verteidigung,554101405,Bundesministerium der Verteidigung nullfünffünffünfviereinsnull ,"Bundesministerium der Verteidigung nullfünffünffünfviereinsnull  Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt"
132,14,8,51702,599672076.33,Absicherung von Liegenschaften,Bundesministerium der Verteidigung,517021408,Bundesministerium der Verteidigung nullachtfünfeinssiebennullzwei ,Bundesministerium der Verteidigung nullachtfünfeinssiebennullzwei  Absicherung von Liegenschaften
133,14,8,63201,592318931.12,Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011408,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins ,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins  Erstattung von Verwaltungsausgaben an die Länder
134,12,1,52121,577042538.39,Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,521211201,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinszweieins ,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinszweieins  Betriebsdienst (Bundesstraßen)
135,9,10,89205,576274210.24,COVID-19-Programm: Förderung infektionsschutzgerechter raumlufttechnischer Anlagen (RLT-Anlagen),Bundesministerium für Wirtschaft und Klimaschutz,892050910,Bundesministerium für Wirtschaft und Klimaschutz einsnullachtneunzweinullfünf ,Bundesministerium für Wirtschaft und Klimaschutz einsnullachtneunzweinullfünf  COVID-19-Programm: Förderung infektionsschutzgerechter raumlufttechnischer Anlagen (RLT-Anlagen)
136,23,3,68701,573173463.56,"Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,687012303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreisechsachtsiebennulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreisechsachtsiebennulleins  Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen"
137,6,2,53271,571811185.59,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,532710602,Bundesministerium des Innern und für Heimat nullzweifünfdreizweisiebeneins ,Bundesministerium des Innern und für Heimat nullzweifünfdreizweisiebeneins  Aufträge und Dienstleistungen im Bereich Informationstechnik
138,30,2,68102,568802534.5,"Einmalzahlung an Studierende, Fachschülerinnen und Fachschüler sowie Berufsfachschülerinnen und Berufsfachschüler",Bundesministerium für Bildung und Forschung,681023002,Bundesministerium für Bildung und Forschung nullzweisechsachteinsnullzwei ,"Bundesministerium für Bildung und Forschung nullzweisechsachteinsnullzwei  Einmalzahlung an Studierende, Fachschülerinnen und Fachschüler sowie Berufsfachschülerinnen und Berufsfachschüler"
139,5,1,68734,566981724.31,"Krisenprävention, Stabilisierung und Friedensförderung",Auswärtiges Amt,687340501,Auswärtiges Amt nulleinssechsachtsiebendreivier ,"Auswärtiges Amt nulleinssechsachtsiebendreivier  Krisenprävention, Stabilisierung und Friedensförderung"
141,60,2,86621,548000000.0,Darlehen an den Poverty Reduction and Growth Trust (PRGT),Allgemeine Finanzverwaltung,866216002,Allgemeine Finanzverwaltung nullzweiachtsechssechszweieins ,Allgemeine Finanzverwaltung nullzweiachtsechssechszweieins  Darlehen an den Poverty Reduction and Growth Trust (PRGT)
144,12,6,88202,545344906.13,Finanzhilfen an die Länder für Großvorhaben der Schieneninfrastruktur des öffentlichen Personennahverkehrs.,Bundesministerium für Digitales und Verkehr,882021206,Bundesministerium für Digitales und Verkehr nullsechsachtachtzweinullzwei ,Bundesministerium für Digitales und Verkehr nullsechsachtachtzweinullzwei  Finanzhilfen an die Länder für Großvorhaben der Schieneninfrastruktur des öffentlichen Personennahverkehrs.
145,11,6,27202,542345480.5,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Bundesministerium für Arbeit und Soziales,272021106,Bundesministerium für Arbeit und Soziales nullsechszweisiebenzweinullzwei ,Bundesministerium für Arbeit und Soziales nullsechszweisiebenzweinullzwei  Einnahmen aus Zuschüssen des Europäischen Sozialfonds
146,12,3,78002,538414487.24,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780021203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei ,"Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen"
148,23,10,89631,513076017.79,Sonderinitiative Transformation der Agrar- und Ernährungssysteme,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896312310,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreieins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreieins  Sonderinitiative Transformation der Agrar- und Ernährungssysteme
149,9,1,68301,511934304.65,"Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",Bundesministerium für Wirtschaft und Klimaschutz,683010901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreinulleins  Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)"
150,9,4,89602,504062688.88,Wasserstoffstrategie Außenwirtschaft - Internationale Kooperation Wasserstoff,Bundesministerium für Wirtschaft und Klimaschutz,896020904,Bundesministerium für Wirtschaft und Klimaschutz nullvierachtneunsechsnullzwei ,Bundesministerium für Wirtschaft und Klimaschutz nullvierachtneunsechsnullzwei  Wasserstoffstrategie Außenwirtschaft - Internationale Kooperation Wasserstoff
154,14,5,55416,493818000.0,Beschaffung NATO-Hubschrauber 90,Bundesministerium der Verteidigung,554161405,Bundesministerium der Verteidigung nullfünffünffünfviereinssechs ,Bundesministerium der Verteidigung nullfünffünffünfviereinssechs  Beschaffung NATO-Hubschrauber 90
155,5,1,68710,492452148.39,Beitrag an die Vereinten Nationen,Auswärtiges Amt,687100501,Auswärtiges Amt nulleinssechsachtsiebeneinsnull ,Auswärtiges Amt nulleinssechsachtsiebeneinsnull  Beitrag an die Vereinten Nationen
156,16,3,34101,488894426.69,Einnahmen für die Endlagerung radioaktiver Abfälle,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",341011603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreidreiviereinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreidreiviereinsnulleins  Einnahmen für die Endlagerung radioaktiver Abfälle"
157,12,1,53224,487716160.52,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,Bundesministerium für Digitales und Verkehr,532241201,Bundesministerium für Digitales und Verkehr nulleinsfünfdreizweizweivier ,Bundesministerium für Digitales und Verkehr nulleinsfünfdreizweizweivier  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren
159,7,19,11101,478382370.22,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010719,Bundesministerium der Justiz einsneuneinseinseinsnulleins ,"Bundesministerium der Justiz einsneuneinseinseinsnulleins  Gebühren, sonstige Entgelte"
161,6,26,54101,468737148.47,Zuschuss an das Bundesamt für Verfassungsschutz,Bundesministerium des Innern und für Heimat,541010626,Bundesministerium des Innern und für Heimat zweisechsfünfviereinsnulleins ,Bundesministerium des Innern und für Heimat zweisechsfünfviereinsnulleins  Zuschuss an das Bundesamt für Verfassungsschutz
163,12,6,89101,453044642.69,"Investitionszuschüsse für Großvorhaben des öffentlichen Personennahverkehrs an die Deutsche Bahn AG und Unternehmen, die sich überwiegend in Bundeshand befinden",Bundesministerium für Digitales und Verkehr,891011206,Bundesministerium für Digitales und Verkehr nullsechsachtneuneinsnulleins ,"Bundesministerium für Digitales und Verkehr nullsechsachtneuneinsnulleins  Investitionszuschüsse für Großvorhaben des öffentlichen Personennahverkehrs an die Deutsche Bahn AG und Unternehmen, die sich überwiegend in Bundeshand befinden"
164,14,4,55118,451843039.51,Entwicklung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,551181404,Bundesministerium der Verteidigung nullvierfünffünfeinseinsacht ,Bundesministerium der Verteidigung nullvierfünffünfeinseinsacht  Entwicklung des Waffensystems Eurofighter
165,12,4,89403,450709936.07,Unterstützung des flächendeckenden Breitbandausbaus,Bundesministerium für Digitales und Verkehr,894031204,Bundesministerium für Digitales und Verkehr nullvierachtneunviernulldrei ,Bundesministerium für Digitales und Verkehr nullvierachtneunviernulldrei  Unterstützung des flächendeckenden Breitbandausbaus
166,12,3,78001,442622911.44,Erhaltung der verkehrlichen Infrastruktur,Bundesministerium für Digitales und Verkehr,780011203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnulleins ,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnulleins  Erhaltung der verkehrlichen Infrastruktur
167,14,5,55406,430726121.66,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,Bundesministerium der Verteidigung,554061405,Bundesministerium der Verteidigung nullfünffünffünfviernullsechs ,Bundesministerium der Verteidigung nullfünffünffünfviernullsechs  Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs
168,16,3,89102,428600000.0,Zwischenlagerung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",891021603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreiachtneuneinsnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreiachtneuneinsnullzwei  Zwischenlagerung"
169,14,8,55813,427500466.73,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558131408,Bundesministerium der Verteidigung nullachtfünffünfachteinsdrei ,"Bundesministerium der Verteidigung nullachtfünffünfachteinsdrei  Kleine Neu-, Um- und Erweiterungsbauten"
171,11,1,17602,423496181.47,Rückzahlung des Darlehens durch die Bundesagentur für Arbeit,Bundesministerium für Arbeit und Soziales,176021101,Bundesministerium für Arbeit und Soziales nulleinseinssiebensechsnullzwei ,Bundesministerium für Arbeit und Soziales nulleinseinssiebensechsnullzwei  Rückzahlung des Darlehens durch die Bundesagentur für Arbeit
172,23,3,89602,422247800.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullzwei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)"
173,23,10,89632,419986109.29,Sonderinitiative Geflüchtete und Aufnahmeländer,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896322310,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei  Sonderinitiative Geflüchtete und Aufnahmeländer
174,30,2,67150,417506020.84,"BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau",Bundesministerium für Bildung und Forschung,671503002,Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull ,"Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull  BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau"
175,23,3,89607,415000000.0,"Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullsieben ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullsieben  Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)"
176,8,16,51101,413013144.07,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Finanzen,511010816,Bundesministerium der Finanzen einssechsfünfeinseinsnulleins ,"Bundesministerium der Finanzen einssechsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
177,8,15,63601,410302211.17,Erstattung von Verwaltungskosten an die Bundesagentur für Arbeit für die Durchführung des Familienleistungsausgleichs nach dem Einkommensteuergesetz,Bundesministerium der Finanzen,636010815,Bundesministerium der Finanzen einsfünfsechsdreisechsnulleins ,Bundesministerium der Finanzen einsfünfsechsdreisechsnulleins  Erstattung von Verwaltungskosten an die Bundesagentur für Arbeit für die Durchführung des Familienleistungsausgleichs nach dem Einkommensteuergesetz
178,14,5,55412,407388318.55,"Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,554121405,Bundesministerium der Verteidigung nullfünffünffünfviereinszwei ,"Bundesministerium der Verteidigung nullfünffünffünfviereinszwei  Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät"
