,Epl.,Kap.,Tit.,Ist 2016,Zweckbestimmung,ministries,2016 id,id_nlp_help,id_nlp,2016 Zweck,id
111,6,3,68412,509969478.24,Durchführung von Integrationskursen nach der Integrationskursverordnung,Bundesministerium des Innern und für Heimat,684120603,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinszwei ,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinszwei  Durchführung von Integrationskursen nach der Integrationskursverordnung,Bundesministerium des Innern und für Heimat,684120603.0
113,60,2,74131,500332936.4,Investitionen in die Bundesfernstraßen (Bundesautobahnen und Bundesstraßen),Allgemeine Finanzverwaltung,741316002,Allgemeine Finanzverwaltung nullzweisiebenviereinsdreieins ,Allgemeine Finanzverwaltung nullzweisiebenviereinsdreieins  Investitionen in die Bundesfernstraßen (Bundesautobahnen und Bundesstraßen),,
114,16,6,88211,492774889.42,Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",882111606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtachtzweieinseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtachtzweieinseins  Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung)",,
115,12,1,53224,486713924.29,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,Bundesministerium für Digitales und Verkehr,532241201,Bundesministerium für Digitales und Verkehr nulleinsfünfdreizweizweivier ,Bundesministerium für Digitales und Verkehr nulleinsfünfdreizweizweivier  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,Bundesministerium für Digitales und Verkehr,532241201.0
116,30,2,67150,481909169.18,BAföG - Zinszuschüsse und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau,Bundesministerium für Bildung und Forschung,671503002,Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull ,Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull  BAföG - Zinszuschüsse und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau,Bundesministerium für Bildung und Forschung,671503002.0
119,14,5,55413,442475162.9,"Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,554131405,Bundesministerium der Verteidigung nullfünffünffünfviereinsdrei ,"Bundesministerium der Verteidigung nullfünffünffünfviereinsdrei  Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,554131405.0
120,14,5,55410,435807164.31,"Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",Bundesministerium der Verteidigung,554101405,Bundesministerium der Verteidigung nullfünffünffünfviereinsnull ,"Bundesministerium der Verteidigung nullfünffünffünfviereinsnull  Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",Bundesministerium der Verteidigung,554101405.0
121,12,1,52121,432199290.59,Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,521211201,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinszweieins ,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinszweieins  Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,521211201.0
122,14,5,55417,427896974.83,Beschaffung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,554171405,Bundesministerium der Verteidigung nullfünffünffünfviereinssieben ,Bundesministerium der Verteidigung nullfünffünffünfviereinssieben  Beschaffung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,554171405.0
123,60,1,4101,422407475.0,Kernbrennstoffsteuer,Allgemeine Finanzverwaltung,41016001,Allgemeine Finanzverwaltung nulleinsnullviereinsnulleins ,Allgemeine Finanzverwaltung nulleinsnullviereinsnulleins  Kernbrennstoffsteuer,,
124,6,25,67121,418502560.05,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Bundesministerium des Innern und für Heimat,671210625,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinszweieins ,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinszweieins  Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Bundesministerium des Innern und für Heimat,671210625.0
125,14,5,55408,418253912.63,Beschaffung von Munition,Bundesministerium der Verteidigung,554081405,Bundesministerium der Verteidigung nullfünffünffünfviernullacht ,Bundesministerium der Verteidigung nullfünffünffünfviernullacht  Beschaffung von Munition,Bundesministerium der Verteidigung,554081405.0
126,14,8,55811,408332771.97,"Große Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558111408,Bundesministerium der Verteidigung nullachtfünffünfachteinseins ,"Bundesministerium der Verteidigung nullachtfünffünfachteinseins  Große Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558111408.0
127,14,1,54781,402278095.78,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811401,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins ,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811401.0
129,14,8,63201,394368729.17,Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011408,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins ,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins  Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011408.0
130,30,3,68504,393719656.56,Exzellenzinitiative Spitzenförderung von Hochschulen,Bundesministerium für Bildung und Forschung,685043003,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfnullvier ,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfnullvier  Exzellenzinitiative Spitzenförderung von Hochschulen,Bundesministerium für Bildung und Forschung,685133003.0
131,12,3,78002,384828224.08,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780021203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei ,"Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780021203.0
132,17,1,68103,382933101.94,Betreuungsgeld,"Bundesministerium für Familie, Senioren, Frauen und Jugend",681031701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsachteinsnulldrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsachteinsnulldrei  Betreuungsgeld","Bundesministerium für Familie, Senioren, Frauen und Jugend",681111701.0
133,7,19,11101,379026693.3,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010719,Bundesministerium der Justiz einsneuneinseinseinsnulleins ,"Bundesministerium der Justiz einsneuneinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010719.0
136,6,11,43256,363223472.51,Versorgungsbezüge,Bundesministerium des Innern und für Heimat,432560611,Bundesministerium des Innern und für Heimat einseinsvierdreizweifünfsechs ,Bundesministerium des Innern und für Heimat einseinsvierdreizweifünfsechs  Versorgungsbezüge,Bundesministerium des Innern und für Heimat,432570611.0
138,12,16,63405,340040000.0,Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,Bundesministerium für Digitales und Verkehr,634051216,Bundesministerium für Digitales und Verkehr einssechssechsdreiviernullfünf ,Bundesministerium für Digitales und Verkehr einssechssechsdreiviernullfünf  Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,Bundesministerium für Digitales und Verkehr,634051216.0
139,16,2,89605,336281795.86,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",896051602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweiachtneunsechsnullfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweiachtneunsechsnullfünf  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland",,
141,60,2,83625,334412754.55,Beteiligung am Grundkapital der Asia Infrastructure Investment Bank (AIIB),Allgemeine Finanzverwaltung,836256002,Allgemeine Finanzverwaltung nullzweiachtdreisechszweifünf ,Allgemeine Finanzverwaltung nullzweiachtdreisechszweifünf  Beteiligung am Grundkapital der Asia Infrastructure Investment Bank (AIIB),,
142,12,4,11102,333481666.67,"Erlöse aus der Vergabe der 700 MHz-Frequenzen (""Digitale Dividende II"")",Bundesministerium für Digitales und Verkehr,111021204,Bundesministerium für Digitales und Verkehr nullviereinseinseinsnullzwei ,"Bundesministerium für Digitales und Verkehr nullviereinseinseinsnullzwei  Erlöse aus der Vergabe der 700 MHz-Frequenzen (""Digitale Dividende II"")",,
146,14,6,55310,320131523.51,"Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,553101406,Bundesministerium der Verteidigung nullsechsfünffünfdreieinsnull ,"Bundesministerium der Verteidigung nullsechsfünffünfdreieinsnull  Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,553101406.0
147,14,8,51702,319522634.41,Absicherung von Liegenschaften,Bundesministerium der Verteidigung,517021408,Bundesministerium der Verteidigung nullachtfünfeinssiebennullzwei ,Bundesministerium der Verteidigung nullachtfünfeinssiebennullzwei  Absicherung von Liegenschaften,Bundesministerium der Verteidigung,517021408.0
148,12,1,74122,316756123.12,Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741221201,Bundesministerium für Digitales und Verkehr nulleinssiebenviereinszweizwei ,Bundesministerium für Digitales und Verkehr nulleinssiebenviereinszweizwei  Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741221201.0
149,14,8,55813,311792893.09,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558131408,Bundesministerium der Verteidigung nullachtfünffünfachteinsdrei ,"Bundesministerium der Verteidigung nullachtfünffünfachteinsdrei  Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558131408.0
150,5,12,42221,309960841.16,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Auswärtiges Amt,422210512,Auswärtiges Amt einszweivierzweizweizweieins ,Auswärtiges Amt einszweivierzweizweizweieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Auswärtiges Amt,422210512.0
151,17,1,68113,306394474.63,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,"Bundesministerium für Familie, Senioren, Frauen und Jugend",681131701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsachteinseinsdrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsachteinseinsdrei  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz","Bundesministerium für Familie, Senioren, Frauen und Jugend",681131701.0
155,23,10,89632,298921335.44,"Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896322310,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei  Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",,
157,12,1,82311,295633796.02,Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,823111201,Bundesministerium für Digitales und Verkehr nulleinsachtzweidreieinseins ,Bundesministerium für Digitales und Verkehr nulleinsachtzweidreieinseins  Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,823211201.0
158,9,1,68531,294697905.64,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,685310901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,685310901.0
159,23,3,89609,293102529.04,"Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896092303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullneun ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullneun  Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896092303.0
161,4,52,68591,289916000.0,"Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",Bundeskanzler und Bundeskanzleramt,685910452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfneuneins ,"Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfneuneins  Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",Bundeskanzler und Bundeskanzleramt,685910452.0
162,17,1,63207,286890171.25,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,"Bundesministerium für Familie, Senioren, Frauen und Jugend",632071701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsdreizweinullsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsdreizweinullsieben  Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes","Bundesministerium für Familie, Senioren, Frauen und Jugend",632071701.0
165,12,3,78001,268432924.81,Erhaltung der verkehrlichen Infrastruktur,Bundesministerium für Digitales und Verkehr,780011203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnulleins ,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnulleins  Erhaltung der verkehrlichen Infrastruktur,Bundesministerium für Digitales und Verkehr,780011203.0
166,12,10,27202,266691725.85,Einnahmen aus Zuschüssen der Europäischen Union für transeuropäische Netze für Verkehr,Bundesministerium für Digitales und Verkehr,272021210,Bundesministerium für Digitales und Verkehr einsnullzweisiebenzweinullzwei ,Bundesministerium für Digitales und Verkehr einsnullzweisiebenzweinullzwei  Einnahmen aus Zuschüssen der Europäischen Union für transeuropäische Netze für Verkehr,Bundesministerium für Digitales und Verkehr,272021210.0
167,14,4,55101,265101711.03,Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011404,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins ,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins  Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011404.0
168,12,2,89103,262110082.3,Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,891031202,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnulldrei ,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnulldrei  Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,891031202.0
170,9,1,68332,255322243.73,Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,Bundesministerium für Wirtschaft und Klimaschutz,683320901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreidreizwei ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreidreizwei  Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,Bundesministerium für Wirtschaft und Klimaschutz,683320901.0
