,index,Epl.,Kap.,Tit.,Ist 2020,Zweckbestimmung,ministries,2020 id,id_nlp_help,id_nlp,2020 Zweck,id
103,4708,23,4,68701,767793969.24,Zahlungen an Einrichtungen der Weltbankgruppe,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,687012304,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullviersechsachtsiebennulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullviersechsachtsiebennulleins  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
105,2938,12,1,52111,728645987.71,Betriebsdienst (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,521111201,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinseinseins ,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinseinseins  Betriebsdienst (Bundesautobahnen),"Investitionen der ""Die Autobahn GmbH des Bundes""",891111201.0
106,4706,23,3,89609,714435080.8,"Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896092303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullneun ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullneun  Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz","Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303.0
107,3787,14,8,55811,712620149.36,"Große Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558111408,Bundesministerium der Verteidigung nullachtfünffünfachteinseins ,"Bundesministerium der Verteidigung nullachtfünffünfachteinseins  Große Neu-, Um- und Erweiterungsbauten","Große Neu-, Um- und Erweiterungsbauten",558111408.0
108,3044,12,3,78002,693727508.75,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780021203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei ,"Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
109,3664,14,3,44653,664255683.51,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium der Verteidigung,446531403,Bundesministerium der Verteidigung nulldreivierviersechsfünfdrei ,Bundesministerium der Verteidigung nulldreivierviersechsfünfdrei  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446531403.0
110,4683,23,1,89601,663420000.0,Finanzielle Zusammenarbeit mit Regionen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896012301,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinsachtneunsechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinsachtneunsechsnulleins  Finanzielle Zusammenarbeit mit Regionen,Finanzielle Zusammenarbeit mit Regionen,896012301.0
111,873,6,4,88211,659324055.5,Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),Bundesministerium des Innern und für Heimat,882110604,Bundesministerium des Innern und für Heimat nullvierachtachtzweieinseins ,Bundesministerium des Innern und für Heimat nullvierachtachtzweieinseins  Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),,
112,849,6,4,63201,655566932.57,Wohngeld nach dem Wohngeldgesetz,Bundesministerium des Innern und für Heimat,632010604,Bundesministerium des Innern und für Heimat nullviersechsdreizweinulleins ,Bundesministerium des Innern und für Heimat nullviersechsdreizweinulleins  Wohngeld nach dem Wohngeldgesetz,Zuweisungen zu laufenden Aufwendungen,632450601.0
113,3009,12,2,12101,650000000.0,Gewinne aus Beteiligungen,Bundesministerium für Digitales und Verkehr,121011202,Bundesministerium für Digitales und Verkehr nullzweieinszweieinsnulleins ,Bundesministerium für Digitales und Verkehr nullzweieinszweieinsnulleins  Gewinne aus Beteiligungen,Gewinne aus Beteiligungen,121011202.0
114,4700,23,3,68701,645872862.78,"Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,687012303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreisechsachtsiebennulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreisechsachtsiebennulleins  Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen","Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",687012303.0
115,925,6,11,43257,639612649.64,Versorgungsbezüge,Bundesministerium des Innern und für Heimat,432570611,Bundesministerium des Innern und für Heimat einseinsvierdreizweifünfsieben ,Bundesministerium des Innern und für Heimat einseinsvierdreizweifünfsieben  Versorgungsbezüge,Versorgungsbezüge,432570611.0
116,341,4,52,68412,636476826.4,"Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen",Bundeskanzler und Bundeskanzleramt,684120452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviereinszwei ,"Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviereinszwei  Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen","Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen",684120452.0
117,3393,12,18,42801,630150678.26,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,428011218,Bundesministerium für Digitales und Verkehr einsachtvierzweiachtnulleins ,Bundesministerium für Digitales und Verkehr einsachtvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011218.0
118,4722,23,10,89632,623813857.02,"Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896322310,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei  Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",,
119,3068,12,4,89403,615646927.21,Unterstützung des flächendeckenden Breitbandausbaus,Bundesministerium für Digitales und Verkehr,894031204,Bundesministerium für Digitales und Verkehr nullvierachtneunviernulldrei ,Bundesministerium für Digitales und Verkehr nullvierachtneunviernulldrei  Unterstützung des flächendeckenden Breitbandausbaus,Unterstützung des flächendeckenden Breitbandausbaus,894031204.0
120,4206,16,2,89605,601320073.91,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",896051602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweiachtneunsechsnullfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweiachtneunsechsnullfünf  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland",,
121,4210,16,3,34101,600868998.34,Einnahmen für die Zwischenlagerung und Endlagerung radioaktiver Abfälle,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",341011603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreidreiviereinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreidreiviereinsnulleins  Einnahmen für die Zwischenlagerung und Endlagerung radioaktiver Abfälle",Einnahmen für die Endlagerung radioaktiver Abfälle,341011603.0
122,4677,23,1,18601,599976511.98,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,186012301,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinseinsachtsechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinseinsachtsechsnulleins  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,166012301.0
123,3770,14,8,51701,599191283.32,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium der Verteidigung,517011408,Bundesministerium der Verteidigung nullachtfünfeinssiebennulleins ,"Bundesministerium der Verteidigung nullachtfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011408.0
125,3718,14,5,55416,581490574.93,Beschaffung NATO-Hubschrauber 90,Bundesministerium der Verteidigung,554161405,Bundesministerium der Verteidigung nullfünffünffünfviereinssechs ,Bundesministerium der Verteidigung nullfünffünffünfviereinssechs  Beschaffung NATO-Hubschrauber 90,Beschaffung NATO-Hubschrauber 90,554161405.0
127,817,6,3,68412,577869337.15,Durchführung von Integrationskursen nach der Integrationskursverordnung,Bundesministerium des Innern und für Heimat,684120603,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinszwei ,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinszwei  Durchführung von Integrationskursen nach der Integrationskursverordnung,Durchführung von Integrationskursen nach der Integrationskursverordnung,684120603.0
128,3660,14,3,43354,572475151.19,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",Bundesministerium der Verteidigung,433541403,Bundesministerium der Verteidigung nulldreivierdreidreifünfvier ,"Bundesministerium der Verteidigung nulldreivierdreidreifünfvier  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
129,3711,14,5,55406,563095772.91,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,Bundesministerium der Verteidigung,554061405,Bundesministerium der Verteidigung nullfünffünffünfviernullsechs ,Bundesministerium der Verteidigung nullfünffünffünfviernullsechs  Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,554061405.0
130,1923,9,1,68531,561619000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,685310901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901.0
131,3692,14,4,55101,557486762.37,Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011404,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins ,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins  Wehrtechnische Forschung und Technologie,Wehrtechnische Forschung und Technologie,551011404.0
132,2675,11,6,27202,554648628.12,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Bundesministerium für Arbeit und Soziales,272021106,Bundesministerium für Arbeit und Soziales nullsechszweisiebenzweinullzwei ,Bundesministerium für Arbeit und Soziales nullsechszweisiebenzweinullzwei  Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,272021106.0
133,3714,14,5,55410,550020715.84,"Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",Bundesministerium der Verteidigung,554101405,Bundesministerium der Verteidigung nullfünffünffünfviereinsnull ,"Bundesministerium der Verteidigung nullfünffünffünfviereinsnull  Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt","Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",554101405.0
134,4992,60,2,81101,548104222.09,Erwerb von Fahrzeugen,Allgemeine Finanzverwaltung,811016002,Allgemeine Finanzverwaltung nullzweiachteinseinsnulleins ,Allgemeine Finanzverwaltung nullzweiachteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,811016002.0
136,506,5,1,68710,531303870.73,Beitrag an die Vereinten Nationen,Auswärtiges Amt,687100501,Auswärtiges Amt nulleinssechsachtsiebeneinsnull ,Auswärtiges Amt nulleinssechsachtsiebeneinsnull  Beitrag an die Vereinten Nationen,Beitrag an die Vereinten Nationen,687100501.0
138,3629,14,1,54781,526534849.36,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811401,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins ,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547811401.0
140,3733,14,6,55307,521298530.41,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Bundesministerium der Verteidigung,553071406,Bundesministerium der Verteidigung nullsechsfünffünfdreinullsieben ,Bundesministerium der Verteidigung nullsechsfünffünfdreinullsieben  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,553071406.0
141,3777,14,8,63201,517665251.73,Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011408,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins ,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins  Erstattung von Verwaltungsausgaben an die Länder,Erstattung von Verwaltungsausgaben an die Länder,632011408.0
142,4214,16,3,89101,514042427.2,Endlagerung und Standortauswahlverfahren,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",891011603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreiachtneuneinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreiachtneuneinsnulleins  Endlagerung und Standortauswahlverfahren",Endlagerung und Standortauswahlverfahren,891011603.0
143,4705,23,3,89607,500000000.0,"Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullsieben ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullsieben  Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)","Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)",896072303.0
144,4433,17,2,88405,500000000.0,"Zuweisung für Investitionen an das Sondervermögen ""Kinderbetreuungsausbau"" für die ""Kinderbetreuungsfinanzierung 2020 - 2021""","Bundesministerium für Familie, Senioren, Frauen und Jugend",884051702,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweiachtachtviernullfünf ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweiachtachtviernullfünf  Zuweisung für Investitionen an das Sondervermögen ""Kinderbetreuungsausbau"" für die ""Kinderbetreuungsfinanzierung 2020 - 2021""","Einnahmen aus Abführungen des Sondervermögens ""Kinderbetreuungsausbau""",234011702.0
145,3721,14,5,55420,499419808.07,Beschaffung Schützenpanzer PUMA,Bundesministerium der Verteidigung,554201405,Bundesministerium der Verteidigung nullfünffünffünfvierzweinull ,Bundesministerium der Verteidigung nullfünffünffünfvierzweinull  Beschaffung Schützenpanzer PUMA,Beschaffung und Erneuerung der Verpflegungsvorräte,554021405.0
147,1895,9,1,68301,492253291.69,"Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",Bundesministerium für Wirtschaft und Klimaschutz,683010901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreinulleins  Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)","Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",683010901.0
