,Epl.,Kap.,Tit.,Ist 2018,Zweckbestimmung,ministries,2018 id,id_nlp_help,id_nlp,2018 Zweck,id
112,6,4,63201,522566181.2,Wohngeld nach dem Wohngeldgesetz,Bundesministerium des Innern und für Heimat,632010604,Bundesministerium des Innern und für Heimat nullviersechsdreizweinulleins ,Bundesministerium des Innern und für Heimat nullviersechsdreizweinulleins  Wohngeld nach dem Wohngeldgesetz,Bundesministerium des Innern und für Heimat,632450601.0
113,12,1,82311,516858729.15,Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,823111201,Bundesministerium für Digitales und Verkehr nulleinsachtzweidreieinseins ,Bundesministerium für Digitales und Verkehr nulleinsachtzweidreieinseins  Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,823211201.0
114,14,1,54781,507275747.77,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811401,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins ,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811401.0
116,14,8,63201,494422861.89,Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011408,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins ,Bundesministerium der Verteidigung nullachtsechsdreizweinulleins  Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011408.0
117,9,1,68301,480777218.96,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",Bundesministerium für Wirtschaft und Klimaschutz,683010901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreinulleins  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",Bundesministerium für Wirtschaft und Klimaschutz,683010901.0
118,6,25,67121,479113211.73,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Bundesministerium des Innern und für Heimat,671210625,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinszweieins ,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinszweieins  Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Bundesministerium des Innern und für Heimat,671210625.0
119,12,1,52121,465065376.54,Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,521211201,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinszweieins ,Bundesministerium für Digitales und Verkehr nulleinsfünfzweieinszweieins  Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,521211201.0
120,23,10,89632,464928838.11,"Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896322310,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullachtneunsechsdreizwei  Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",,
123,12,2,12101,450000000.0,Gewinne aus Beteiligungen,Bundesministerium für Digitales und Verkehr,121011202,Bundesministerium für Digitales und Verkehr nullzweieinszweieinsnulleins ,Bundesministerium für Digitales und Verkehr nullzweieinszweieinsnulleins  Gewinne aus Beteiligungen,Bundesministerium für Digitales und Verkehr,121011202.0
124,12,10,27202,442738964.3,Einnahmen aus Zuschüssen der Europäischen Union für transeuropäische Netze für Verkehr,Bundesministerium für Digitales und Verkehr,272021210,Bundesministerium für Digitales und Verkehr einsnullzweisiebenzweinullzwei ,Bundesministerium für Digitales und Verkehr einsnullzweisiebenzweinullzwei  Einnahmen aus Zuschüssen der Europäischen Union für transeuropäische Netze für Verkehr,Bundesministerium für Digitales und Verkehr,272021210.0
125,12,1,74122,441088746.92,Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741221201,Bundesministerium für Digitales und Verkehr nulleinssiebenviereinszweizwei ,Bundesministerium für Digitales und Verkehr nulleinssiebenviereinszweizwei  Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741221201.0
126,30,2,67150,426534763.25,"BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau",Bundesministerium für Bildung und Forschung,671503002,Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull ,"Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull  BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau",Bundesministerium für Bildung und Forschung,671503002.0
127,16,3,89101,420030958.06,Endlagerung und Standortauswahlverfahren,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",891011603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreiachtneuneinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreiachtneuneinsnulleins  Endlagerung und Standortauswahlverfahren","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",891011603.0
129,14,4,55101,416129529.87,Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011404,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins ,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins  Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011404.0
130,7,19,11101,410738072.67,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010719,Bundesministerium der Justiz einsneuneinseinseinsnulleins ,"Bundesministerium der Justiz einsneuneinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010719.0
131,16,2,89605,410114411.76,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",896051602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweiachtneunsechsnullfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweiachtneunsechsnullfünf  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland",,
132,14,5,55408,408542137.19,Beschaffung von Munition,Bundesministerium der Verteidigung,554081405,Bundesministerium der Verteidigung nullfünffünffünfviernullacht ,Bundesministerium der Verteidigung nullfünffünffünfviernullacht  Beschaffung von Munition,Bundesministerium der Verteidigung,554081405.0
134,9,3,66122,407164960.0,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung",Bundesministerium für Wirtschaft und Klimaschutz,661220903,Bundesministerium für Wirtschaft und Klimaschutz nulldreisechssechseinszweizwei ,"Bundesministerium für Wirtschaft und Klimaschutz nulldreisechssechseinszweizwei  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung",,
135,12,2,89103,406909978.06,Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,891031202,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnulldrei ,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnulldrei  Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,891031202.0
136,14,6,55310,406562602.94,"Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,553101406,Bundesministerium der Verteidigung nullsechsfünffünfdreieinsnull ,"Bundesministerium der Verteidigung nullsechsfünffünfdreieinsnull  Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,553101406.0
138,12,1,11929,400520081.28,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119291201,Bundesministerium für Digitales und Verkehr nulleinseinseinsneunzweineun ,Bundesministerium für Digitales und Verkehr nulleinseinseinsneunzweineun  Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119291201.0
139,14,8,51702,394046101.58,Absicherung von Liegenschaften,Bundesministerium der Verteidigung,517021408,Bundesministerium der Verteidigung nullachtfünfeinssiebennullzwei ,Bundesministerium der Verteidigung nullachtfünfeinssiebennullzwei  Absicherung von Liegenschaften,Bundesministerium der Verteidigung,517021408.0
141,12,3,78002,385572854.0,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780021203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei ,"Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnullzwei  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780021203.0
142,5,1,68710,384706278.85,Beitrag an die Vereinten Nationen,Auswärtiges Amt,687100501,Auswärtiges Amt nulleinssechsachtsiebeneinsnull ,Auswärtiges Amt nulleinssechsachtsiebeneinsnull  Beitrag an die Vereinten Nationen,Auswärtiges Amt,687100501.0
143,17,1,68113,382706339.03,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,"Bundesministerium für Familie, Senioren, Frauen und Jugend",681131701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsachteinseinsdrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssechsachteinseinsdrei  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz","Bundesministerium für Familie, Senioren, Frauen und Jugend",681131701.0
144,11,3,68111,382636963.57,Versorgungsbezüge für Berechtigte nach dem BVG,Bundesministerium für Arbeit und Soziales,681111103,Bundesministerium für Arbeit und Soziales nulldreisechsachteinseinseins ,Bundesministerium für Arbeit und Soziales nulldreisechsachteinseinseins  Versorgungsbezüge für Berechtigte nach dem BVG,Bundesministerium für Arbeit und Soziales,681111103.0
147,30,3,68513,378399316.45,Exzellenzstrategie zur Förderung von Spitzenforschung an Universitäten,Bundesministerium für Bildung und Forschung,685133003,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfeinsdrei ,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfeinsdrei  Exzellenzstrategie zur Förderung von Spitzenforschung an Universitäten,Bundesministerium für Bildung und Forschung,685133003.0
150,9,1,68531,369029000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,685310901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,685310901.0
152,12,10,27201,359173232.34,Einnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung für das Bundesprogramm Verkehrsinfrastruktur,Bundesministerium für Digitales und Verkehr,272011210,Bundesministerium für Digitales und Verkehr einsnullzweisiebenzweinulleins ,Bundesministerium für Digitales und Verkehr einsnullzweisiebenzweinulleins  Einnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung für das Bundesprogramm Verkehrsinfrastruktur,Bundesministerium für Digitales und Verkehr,272031210.0
153,14,6,55307,355466088.33,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Bundesministerium der Verteidigung,553071406,Bundesministerium der Verteidigung nullsechsfünffünfdreinullsieben ,Bundesministerium der Verteidigung nullsechsfünffünfdreinullsieben  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Bundesministerium der Verteidigung,553071406.0
154,23,3,89609,348013311.8,"Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896092303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullneun ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullneun  Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896092303.0
155,5,1,68734,347686249.57,"Unterstützung von internationalen Maßnahmen auf den Gebieten Krisenprävention, Friedenserhaltung und Konfliktbewältigung durch das Auswärtige Amt",Auswärtiges Amt,687340501,Auswärtiges Amt nulleinssechsachtsiebendreivier ,"Auswärtiges Amt nulleinssechsachtsiebendreivier  Unterstützung von internationalen Maßnahmen auf den Gebieten Krisenprävention, Friedenserhaltung und Konfliktbewältigung durch das Auswärtige Amt",,
156,6,26,54101,345879829.7,Zuschuss an das Bundesamt für Verfassungsschutz,Bundesministerium des Innern und für Heimat,541010626,Bundesministerium des Innern und für Heimat zweisechsfünfviereinsnulleins ,Bundesministerium des Innern und für Heimat zweisechsfünfviereinsnulleins  Zuschuss an das Bundesamt für Verfassungsschutz,Bundesministerium des Innern und für Heimat,541010626.0
158,12,16,63405,331600000.0,Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,Bundesministerium für Digitales und Verkehr,634051216,Bundesministerium für Digitales und Verkehr einssechssechsdreiviernullfünf ,Bundesministerium für Digitales und Verkehr einssechssechsdreiviernullfünf  Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,Bundesministerium für Digitales und Verkehr,634051216.0
161,5,12,42221,329372289.82,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Auswärtiges Amt,422210512,Auswärtiges Amt einszweivierzweizweizweieins ,Auswärtiges Amt einszweivierzweizweizweieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Auswärtiges Amt,422210512.0
164,14,5,55416,319668151.56,Beschaffung NATO-Hubschrauber 90,Bundesministerium der Verteidigung,554161405,Bundesministerium der Verteidigung nullfünffünffünfviereinssechs ,Bundesministerium der Verteidigung nullfünffünffünfviereinssechs  Beschaffung NATO-Hubschrauber 90,Bundesministerium der Verteidigung,554161405.0
165,12,10,89172,316939477.75,Investitionen in die Bundesschienenwege,Bundesministerium für Digitales und Verkehr,891721210,Bundesministerium für Digitales und Verkehr einsnullachtneuneinssiebenzwei ,Bundesministerium für Digitales und Verkehr einsnullachtneuneinssiebenzwei  Investitionen in die Bundesschienenwege,Bundesministerium für Digitales und Verkehr,527111218.0
168,4,52,68591,307933000.0,"Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",Bundeskanzler und Bundeskanzleramt,685910452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfneuneins ,"Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfneuneins  Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",Bundeskanzler und Bundeskanzleramt,685910452.0
169,14,5,55417,302998709.67,Beschaffung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,554171405,Bundesministerium der Verteidigung nullfünffünffünfviereinssieben ,Bundesministerium der Verteidigung nullfünffünffünfviereinssieben  Beschaffung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,554171405.0
