,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
119,1855,9,1,68531,726045000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,090168531,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtfünfdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtfünfdreieins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb
120,1909,9,3,89641,699029469.77,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,Bundesministerium für Wirtschaft und Klimaschutz,090389641,Bundesministerium für Wirtschaft und Klimaschutz nulldrei achtneunsechsviereins ,Bundesministerium für Wirtschaft und Klimaschutz nulldrei achtneunsechsviereins  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland
121,2910,12,1,74122,697132709.99,Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,120174122,Bundesministerium für Digitales und Verkehr nulleins siebenviereinszweizwei ,Bundesministerium für Digitales und Verkehr nulleins siebenviereinszweizwei  Bedarfsplanmaßnahmen (Bundesstraßen)
122,3354,12,18,42801,682821388.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,121842801,Bundesministerium für Digitales und Verkehr einsacht vierzweiachtnulleins ,Bundesministerium für Digitales und Verkehr einsacht vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
123,4736,23,1,18601,681004796.12,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230118601,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins einsachtsechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins einsachtsechsnulleins  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben
124,2955,12,2,12101,650000000.0,Gewinne aus Beteiligungen,Bundesministerium für Digitales und Verkehr,120212101,Bundesministerium für Digitales und Verkehr nullzwei einszweieinsnulleins ,Bundesministerium für Digitales und Verkehr nullzwei einszweieinsnulleins  Gewinne aus Beteiligungen
126,3757,14,8,55811,632773937.24,"Große Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,140855811,Bundesministerium der Verteidigung nullacht fünffünfachteinseins ,"Bundesministerium der Verteidigung nullacht fünffünfachteinseins  Große Neu-, Um- und Erweiterungsbauten"
128,3702,14,6,55307,621185771.58,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Bundesministerium der Verteidigung,140655307,Bundesministerium der Verteidigung nullsechs fünffünfdreinullsieben ,Bundesministerium der Verteidigung nullsechs fünffünfdreinullsieben  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte
129,5216,60,2,68302,619486996.86,Corona-Unternehmenshilfen,Allgemeine Finanzverwaltung,600268302,Allgemeine Finanzverwaltung nullzwei sechsachtdreinullzwei ,Allgemeine Finanzverwaltung nullzwei sechsachtdreinullzwei  Corona-Unternehmenshilfen
131,3685,14,5,55410,600640649.04,"Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",Bundesministerium der Verteidigung,140555410,Bundesministerium der Verteidigung nullfünf fünffünfviereinsnull ,"Bundesministerium der Verteidigung nullfünf fünffünfviereinsnull  Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt"
132,3740,14,8,51702,599672076.33,Absicherung von Liegenschaften,Bundesministerium der Verteidigung,140851702,Bundesministerium der Verteidigung nullacht fünfeinssiebennullzwei ,Bundesministerium der Verteidigung nullacht fünfeinssiebennullzwei  Absicherung von Liegenschaften
133,3746,14,8,63201,592318931.12,Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,140863201,Bundesministerium der Verteidigung nullacht sechsdreizweinulleins ,Bundesministerium der Verteidigung nullacht sechsdreizweinulleins  Erstattung von Verwaltungsausgaben an die Länder
134,2903,12,1,52121,577042538.39,Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,120152121,Bundesministerium für Digitales und Verkehr nulleins fünfzweieinszweieins ,Bundesministerium für Digitales und Verkehr nulleins fünfzweieinszweieins  Betriebsdienst (Bundesstraßen)
135,1933,9,10,89205,576274210.24,COVID-19-Programm: Förderung infektionsschutzgerechter raumlufttechnischer Anlagen (RLT-Anlagen),Bundesministerium für Wirtschaft und Klimaschutz,091089205,Bundesministerium für Wirtschaft und Klimaschutz einsnull achtneunzweinullfünf ,Bundesministerium für Wirtschaft und Klimaschutz einsnull achtneunzweinullfünf  COVID-19-Programm: Förderung infektionsschutzgerechter raumlufttechnischer Anlagen (RLT-Anlagen)
136,4761,23,3,68701,573173463.56,"Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230368701,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei sechsachtsiebennulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei sechsachtsiebennulleins  Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen"
137,836,6,2,53271,571811185.59,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,060253271,Bundesministerium des Innern und für Heimat nullzwei fünfdreizweisiebeneins ,Bundesministerium des Innern und für Heimat nullzwei fünfdreizweisiebeneins  Aufträge und Dienstleistungen im Bereich Informationstechnik
138,4984,30,2,68102,568802534.5,"Einmalzahlung an Studierende, Fachschülerinnen und Fachschüler sowie Berufsfachschülerinnen und Berufsfachschüler",Bundesministerium für Bildung und Forschung,300268102,Bundesministerium für Bildung und Forschung nullzwei sechsachteinsnullzwei ,"Bundesministerium für Bildung und Forschung nullzwei sechsachteinsnullzwei  Einmalzahlung an Studierende, Fachschülerinnen und Fachschüler sowie Berufsfachschülerinnen und Berufsfachschüler"
139,532,5,1,68734,566981724.31,"Krisenprävention, Stabilisierung und Friedensförderung",Auswärtiges Amt,050168734,Auswärtiges Amt nulleins sechsachtsiebendreivier ,"Auswärtiges Amt nulleins sechsachtsiebendreivier  Krisenprävention, Stabilisierung und Friedensförderung"
141,5231,60,2,86621,548000000.0,Darlehen an den Poverty Reduction and Growth Trust (PRGT),Allgemeine Finanzverwaltung,600286621,Allgemeine Finanzverwaltung nullzwei achtsechssechszweieins ,Allgemeine Finanzverwaltung nullzwei achtsechssechszweieins  Darlehen an den Poverty Reduction and Growth Trust (PRGT)
144,3047,12,6,88202,545344906.13,Finanzhilfen an die Länder für Großvorhaben der Schieneninfrastruktur des öffentlichen Personennahverkehrs.,Bundesministerium für Digitales und Verkehr,120688202,Bundesministerium für Digitales und Verkehr nullsechs achtachtzweinullzwei ,Bundesministerium für Digitales und Verkehr nullsechs achtachtzweinullzwei  Finanzhilfen an die Länder für Großvorhaben der Schieneninfrastruktur des öffentlichen Personennahverkehrs.
145,2651,11,6,27202,542345480.5,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Bundesministerium für Arbeit und Soziales,110627202,Bundesministerium für Arbeit und Soziales nullsechs zweisiebenzweinullzwei ,Bundesministerium für Arbeit und Soziales nullsechs zweisiebenzweinullzwei  Einnahmen aus Zuschüssen des Europäischen Sozialfonds
146,2991,12,3,78002,538414487.24,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,120378002,Bundesministerium für Digitales und Verkehr nulldrei siebenachtnullnullzwei ,"Bundesministerium für Digitales und Verkehr nulldrei siebenachtnullnullzwei  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen"
148,4783,23,10,89631,513076017.79,Sonderinitiative Transformation der Agrar- und Ernährungssysteme,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231089631,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnull achtneunsechsdreieins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnull achtneunsechsdreieins  Sonderinitiative Transformation der Agrar- und Ernährungssysteme
149,1823,9,1,68301,511934304.65,"Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",Bundesministerium für Wirtschaft und Klimaschutz,090168301,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinulleins  Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)"
150,1917,9,4,89602,504062688.88,Wasserstoffstrategie Außenwirtschaft - Internationale Kooperation Wasserstoff,Bundesministerium für Wirtschaft und Klimaschutz,090489602,Bundesministerium für Wirtschaft und Klimaschutz nullvier achtneunsechsnullzwei ,Bundesministerium für Wirtschaft und Klimaschutz nullvier achtneunsechsnullzwei  Wasserstoffstrategie Außenwirtschaft - Internationale Kooperation Wasserstoff
154,3689,14,5,55416,493818000.0,Beschaffung NATO-Hubschrauber 90,Bundesministerium der Verteidigung,140555416,Bundesministerium der Verteidigung nullfünf fünffünfviereinssechs ,Bundesministerium der Verteidigung nullfünf fünffünfviereinssechs  Beschaffung NATO-Hubschrauber 90
155,521,5,1,68710,492452148.39,Beitrag an die Vereinten Nationen,Auswärtiges Amt,050168710,Auswärtiges Amt nulleins sechsachtsiebeneinsnull ,Auswärtiges Amt nulleins sechsachtsiebeneinsnull  Beitrag an die Vereinten Nationen
156,4208,16,3,34101,488894426.69,Einnahmen für die Endlagerung radioaktiver Abfälle,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160334101,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldrei dreiviereinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldrei dreiviereinsnulleins  Einnahmen für die Endlagerung radioaktiver Abfälle"
157,2942,12,1,53224,487716160.52,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,Bundesministerium für Digitales und Verkehr,120153224,Bundesministerium für Digitales und Verkehr nulleins fünfdreizweizweivier ,Bundesministerium für Digitales und Verkehr nulleins fünfdreizweizweivier  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren
159,1589,7,19,11101,478382370.22,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,071911101,Bundesministerium der Justiz einsneun einseinseinsnulleins ,"Bundesministerium der Justiz einsneun einseinseinsnulleins  Gebühren, sonstige Entgelte"
161,1243,6,26,54101,468737148.47,Zuschuss an das Bundesamt für Verfassungsschutz,Bundesministerium des Innern und für Heimat,062654101,Bundesministerium des Innern und für Heimat zweisechs fünfviereinsnulleins ,Bundesministerium des Innern und für Heimat zweisechs fünfviereinsnulleins  Zuschuss an das Bundesamt für Verfassungsschutz
163,3048,12,6,89101,453044642.69,"Investitionszuschüsse für Großvorhaben des öffentlichen Personennahverkehrs an die Deutsche Bahn AG und Unternehmen, die sich überwiegend in Bundeshand befinden",Bundesministerium für Digitales und Verkehr,120689101,Bundesministerium für Digitales und Verkehr nullsechs achtneuneinsnulleins ,"Bundesministerium für Digitales und Verkehr nullsechs achtneuneinsnulleins  Investitionszuschüsse für Großvorhaben des öffentlichen Personennahverkehrs an die Deutsche Bahn AG und Unternehmen, die sich überwiegend in Bundeshand befinden"
164,3672,14,4,55118,451843039.51,Entwicklung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,140455118,Bundesministerium der Verteidigung nullvier fünffünfeinseinsacht ,Bundesministerium der Verteidigung nullvier fünffünfeinseinsacht  Entwicklung des Waffensystems Eurofighter
165,3017,12,4,89403,450709936.07,Unterstützung des flächendeckenden Breitbandausbaus,Bundesministerium für Digitales und Verkehr,120489403,Bundesministerium für Digitales und Verkehr nullvier achtneunviernulldrei ,Bundesministerium für Digitales und Verkehr nullvier achtneunviernulldrei  Unterstützung des flächendeckenden Breitbandausbaus
166,2990,12,3,78001,442622911.44,Erhaltung der verkehrlichen Infrastruktur,Bundesministerium für Digitales und Verkehr,120378001,Bundesministerium für Digitales und Verkehr nulldrei siebenachtnullnulleins ,Bundesministerium für Digitales und Verkehr nulldrei siebenachtnullnulleins  Erhaltung der verkehrlichen Infrastruktur
167,3682,14,5,55406,430726121.66,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,Bundesministerium der Verteidigung,140555406,Bundesministerium der Verteidigung nullfünf fünffünfviernullsechs ,Bundesministerium der Verteidigung nullfünf fünffünfviernullsechs  Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs
168,4214,16,3,89102,428600000.0,Zwischenlagerung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160389102,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldrei achtneuneinsnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldrei achtneuneinsnullzwei  Zwischenlagerung"
169,3759,14,8,55813,427500466.73,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,140855813,Bundesministerium der Verteidigung nullacht fünffünfachteinsdrei ,"Bundesministerium der Verteidigung nullacht fünffünfachteinsdrei  Kleine Neu-, Um- und Erweiterungsbauten"
171,2582,11,1,17602,423496181.47,Rückzahlung des Darlehens durch die Bundesagentur für Arbeit,Bundesministerium für Arbeit und Soziales,110117602,Bundesministerium für Arbeit und Soziales nulleins einssiebensechsnullzwei ,Bundesministerium für Arbeit und Soziales nulleins einssiebensechsnullzwei  Rückzahlung des Darlehens durch die Bundesagentur für Arbeit
172,4765,23,3,89602,422247800.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230389602,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullzwei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)"
173,4784,23,10,89632,419986109.29,Sonderinitiative Geflüchtete und Aufnahmeländer,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231089632,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnull achtneunsechsdreizwei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnull achtneunsechsdreizwei  Sonderinitiative Geflüchtete und Aufnahmeländer
174,5002,30,2,67150,417506020.84,"BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau",Bundesministerium für Bildung und Forschung,300267150,Bundesministerium für Bildung und Forschung nullzwei sechssiebeneinsfünfnull ,"Bundesministerium für Bildung und Forschung nullzwei sechssiebeneinsfünfnull  BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau"
175,4766,23,3,89607,415000000.0,"Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230389607,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullsieben ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullsieben  Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)"
176,1810,8,16,51101,413013144.07,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Finanzen,081651101,Bundesministerium der Finanzen einssechs fünfeinseinsnulleins ,"Bundesministerium der Finanzen einssechs fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
