,index,Epl.,Kap.,Tit.,Ist 2013,Zweckbestimmung,ministries,2013 id,id_nlp_help,id_nlp,2013 Zweck,id
106,4013,14,68,44653,496273617.84,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium der Verteidigung,446531468,Bundesministerium der Verteidigung sechsachtvierviersechsfünfdrei ,Bundesministerium der Verteidigung sechsachtvierviersechsfünfdrei  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446531403.0
107,2964,12,2,79102,495666462.71,Infrastrukturbeschleunigungsprogramm II,Bundesministerium für Digitales und Verkehr,791021202,Bundesministerium für Digitales und Verkehr nullzweisiebenneuneinsnullzwei ,Bundesministerium für Digitales und Verkehr nullzweisiebenneuneinsnullzwei  Infrastrukturbeschleunigungsprogramm II,,
108,3214,12,9,74111,494455058.09,Bedarfsplanmaßnahmen (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,741111209,Bundesministerium für Digitales und Verkehr nullneunsiebenviereinseinseins ,Bundesministerium für Digitales und Verkehr nullneunsiebenviereinseinseins  Bedarfsplanmaßnahmen (Bundesautobahnen),"Investitionen der ""Die Autobahn GmbH des Bundes""",891111201.0
109,3593,12,25,63201,492459526.4,Wohngeld nach dem Wohngeldgesetz,Bundesministerium für Digitales und Verkehr,632011225,Bundesministerium für Digitales und Verkehr zweifünfsechsdreizweinulleins ,Bundesministerium für Digitales und Verkehr zweifünfsechsdreizweinulleins  Wohngeld nach dem Wohngeldgesetz,"Gebühren, sonstige Entgelte",111011220.0
111,3583,12,25,17212,465400017.56,Tilgungsbeträge von Ländern,Bundesministerium für Digitales und Verkehr,172121225,Bundesministerium für Digitales und Verkehr zweifünfeinssiebenzweieinszwei ,Bundesministerium für Digitales und Verkehr zweifünfeinssiebenzweieinszwei  Tilgungsbeträge von Ländern,Aus- und Fortbildung,525011222.0
112,3950,14,16,55413,459267995.24,"Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,554131416,Bundesministerium der Verteidigung einssechsfünffünfviereinsdrei ,"Bundesministerium der Verteidigung einssechsfünffünfviereinsdrei  Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131405.0
113,3218,12,9,74142,450299429.95,Erhaltung (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741421209,Bundesministerium für Digitales und Verkehr nullneunsiebenviereinsvierzwei ,Bundesministerium für Digitales und Verkehr nullneunsiebenviereinsvierzwei  Erhaltung (Bundesstraßen),Privatstraßen des Bundes,744011201.0
114,3247,12,10,52121,443046312.61,Betriebsdienst (Bundesstraßen),Bundesministerium für Digitales und Verkehr,521211210,Bundesministerium für Digitales und Verkehr einsnullfünfzweieinszweieins ,Bundesministerium für Digitales und Verkehr einsnullfünfzweieinszweieins  Betriebsdienst (Bundesstraßen),Betriebsdienst (Bundesstraßen),521211201.0
115,3803,14,3,54781,436758620.05,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811403,Bundesministerium der Verteidigung nulldreifünfviersiebenachteins ,Bundesministerium der Verteidigung nulldreifünfviersiebenachteins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547811401.0
117,3958,14,20,55101,423303392.2,Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011420,Bundesministerium der Verteidigung zweinullfünffünfeinsnulleins ,Bundesministerium der Verteidigung zweinullfünffünfeinsnulleins  Wehrtechnische Forschung und Technologie,Wehrtechnische Forschung und Technologie,551011404.0
119,3003,12,3,42811,415382995.87,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,428111203,Bundesministerium für Digitales und Verkehr nulldreivierzweiachteinseins ,Bundesministerium für Digitales und Verkehr nulldreivierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011223.0
120,1696,8,1,69931,406332911.19,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Bundesministerium der Finanzen,699310801,Bundesministerium der Finanzen nulleinssechsneunneundreieins ,Bundesministerium der Finanzen nulleinssechsneunneundreieins  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
121,3022,12,3,78012,405707322.99,"Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",Bundesministerium für Digitales und Verkehr,780121203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnulleinszwei ,"Bundesministerium für Digitales und Verkehr nulldreisiebenachtnulleinszwei  Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
124,5003,30,3,68504,362875000.0,Exzellenzinitiative Spitzenförderung von Hochschulen,Bundesministerium für Bildung und Forschung,685043003,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfnullvier ,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfnullvier  Exzellenzinitiative Spitzenförderung von Hochschulen,Exzellenzstrategie zur Förderung von Spitzenforschung an Universitäten,685133003.0
125,3611,12,25,89301,357483634.52,Prämien nach dem Wohnungsbau-Prämiengesetz,Bundesministerium für Digitales und Verkehr,893011225,Bundesministerium für Digitales und Verkehr zweifünfachtneundreinulleins ,Bundesministerium für Digitales und Verkehr zweifünfachtneundreinulleins  Prämien nach dem Wohnungsbau-Prämiengesetz,"Kleine Neu-, Um- und Erweiterungsbauten",711011223.0
126,4723,17,10,68113,352038702.7,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,"Bundesministerium für Familie, Senioren, Frauen und Jugend",681131710,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachteinseinsdrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachteinseinsdrei  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz",Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701.0
127,3562,12,22,63601,350420000.0,Zuschuss des Bundes an die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeit der ehem. Deutschen Bundesbahn,Bundesministerium für Digitales und Verkehr,636011222,Bundesministerium für Digitales und Verkehr zweizweisechsdreisechsnulleins ,Bundesministerium für Digitales und Verkehr zweizweisechsdreisechsnulleins  Zuschuss des Bundes an die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeit der ehem. Deutschen Bundesbahn,Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,634051216.0
128,3933,14,12,55811,349913473.61,"Große Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558111412,Bundesministerium der Verteidigung einszweifünffünfachteinseins ,"Bundesministerium der Verteidigung einszweifünffünfachteinseins  Große Neu-, Um- und Erweiterungsbauten",Dienstreisen,527011412.0
132,598,5,2,68772,335161092.36,Für humanitäre Hilfsmaßnahmen im Ausland,Auswärtiges Amt,687720502,Auswärtiges Amt nullzweisechsachtsiebensiebenzwei ,Auswärtiges Amt nullzweisechsachtsiebensiebenzwei  Für humanitäre Hilfsmaßnahmen im Ausland,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
133,1622,7,10,11101,332933795.2,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010710,Bundesministerium der Justiz einsnulleinseinseinsnulleins ,"Bundesministerium der Justiz einsnulleinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111010719.0
134,5089,32,8,87201,329796777.73,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",Bundesschuld,872013208,Bundesschuld nullachtachtsiebenzweinulleins ,"Bundesschuld nullachtachtsiebenzweinulleins  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208.0
135,3945,14,16,55407,327323601.75,Beschaffung von Kampffahrzeugen,Bundesministerium der Verteidigung,554071416,Bundesministerium der Verteidigung einssechsfünffünfviernullsieben ,Bundesministerium der Verteidigung einssechsfünffünfviernullsieben  Beschaffung von Kampffahrzeugen,Beschaffung von Kampffahrzeugen,554071405.0
137,3946,14,16,55408,313674148.42,Beschaffung von Munition,Bundesministerium der Verteidigung,554081416,Bundesministerium der Verteidigung einssechsfünffünfviernullacht ,Bundesministerium der Verteidigung einssechsfünffünfviernullacht  Beschaffung von Munition,Beschaffung von Munition,554081405.0
139,3923,14,12,63201,295106929.78,Erstattung von Verwaltungsausgaben an die Länder,Bundesministerium der Verteidigung,632011412,Bundesministerium der Verteidigung einszweisechsdreizweinulleins ,Bundesministerium der Verteidigung einszweisechsdreizweinulleins  Erstattung von Verwaltungsausgaben an die Länder,Erstattung von Verwaltungsausgaben an die Länder,632011408.0
140,1402,6,67,43256,288354530.11,Versorgungsbezüge,Bundesministerium des Innern und für Heimat,432560667,Bundesministerium des Innern und für Heimat sechssiebenvierdreizweifünfsechs ,Bundesministerium des Innern und für Heimat sechssiebenvierdreizweifünfsechs  Versorgungsbezüge,Nicht aufteilbare sächliche Verwaltungsausgaben,547110614.0
141,1139,6,25,67101,288065761.52,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Bundesministerium des Innern und für Heimat,671010625,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinsnulleins ,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinsnulleins  Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,671210625.0
142,4396,16,2,68624,287399665.13,Förderung von Einzelmaßnahmen zur Nutzung erneuerbarer Energien,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",686241602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweisechsachtsechszweivier ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweisechsachtsechszweivier  Förderung von Einzelmaßnahmen zur Nutzung erneuerbarer Energien","Einnahmen aus Vermietung, Verpachtung und Nutzung",124011613.0
143,4716,17,10,63207,286300844.66,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,"Bundesministerium für Familie, Senioren, Frauen und Jugend",632071710,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsdreizweinullsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsdreizweinullsieben  Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes",Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701.0
145,618,5,3,42201,277269201.69,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Auswärtiges Amt,422010503,Auswärtiges Amt nulldreivierzweizweinulleins ,Auswärtiges Amt nulldreivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010513.0
149,2963,12,2,79101,273127760.21,Infrastrukturbeschleunigungsprogramm,Bundesministerium für Digitales und Verkehr,791011202,Bundesministerium für Digitales und Verkehr nullzweisiebenneuneinsnulleins ,Bundesministerium für Digitales und Verkehr nullzweisiebenneuneinsnulleins  Infrastrukturbeschleunigungsprogramm,Zuschüsse zur Förderung der Aus- und Weiterbildung in Unternehmen des mautpflichtigen Güterkraftverkehrs (Aus- und Weiterbildungs-Programm),684231201.0
150,3906,14,9,55310,273051416.47,"Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,553101409,Bundesministerium der Verteidigung nullneunfünffünfdreieinsnull ,"Bundesministerium der Verteidigung nullneunfünffünfdreieinsnull  Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät","Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",553101406.0
151,2838,11,10,63251,272571281.35,Kriegsopferfürsorgeleistungen und gleichartige Leistungen,Bundesministerium für Arbeit und Soziales,632511110,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweifünfeins ,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweifünfeins  Kriegsopferfürsorgeleistungen und gleichartige Leistungen,Kriegsopferfürsorgedarlehen und gleichartige Darlehen,852011103.0
152,1918,9,1,68531,269277000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Bundesministerium für Wirtschaft und Klimaschutz,685310901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtfünfdreieins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901.0
154,3215,12,9,74122,265093446.37,Bedarfsplanmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,741221209,Bundesministerium für Digitales und Verkehr nullneunsiebenviereinszweizwei ,Bundesministerium für Digitales und Verkehr nullneunsiebenviereinszweizwei  Bedarfsplanmaßnahmen (Bundesstraßen),Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
155,355,4,5,68591,263865000.0,"Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",Bundeskanzler und Bundeskanzleramt,685910405,Bundeskanzler und Bundeskanzleramt nullfünfsechsachtfünfneuneins ,"Bundeskanzler und Bundeskanzleramt nullfünfsechsachtfünfneuneins  Zuschuss an die Rundfunkanstalt ""Deutsche Welle""","Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",685910452.0
156,3594,12,25,63203,260685988.17,Erstattung der den Ländern bei der Erledigung von Bauaufgaben des Bundes entstehenden Kosten,Bundesministerium für Digitales und Verkehr,632031225,Bundesministerium für Digitales und Verkehr zweifünfsechsdreizweinulldrei ,Bundesministerium für Digitales und Verkehr zweifünfsechsdreizweinulldrei  Erstattung der den Ländern bei der Erledigung von Bauaufgaben des Bundes entstehenden Kosten,Kostenerstattung an Länder für die Durchführung von Kontrollen gemäß Bund-Länder-Vereinbarung (SOLAS-Übereinkommen),632021219.0
157,3965,14,20,55118,257347555.94,Entwicklung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,551181420,Bundesministerium der Verteidigung zweinullfünffünfeinseinsacht ,Bundesministerium der Verteidigung zweinullfünffünfeinseinsacht  Entwicklung des Waffensystems Eurofighter,Entwicklung des Waffensystems Eurofighter,551181404.0
158,1917,9,1,68332,254892754.83,Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,Bundesministerium für Wirtschaft und Klimaschutz,683320901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreidreizwei ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreidreizwei  Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,683320901.0
161,5076,32,5,57502,247965735.81,Zinsen für Bundesschatzbriefe,Bundesschuld,575023205,Bundesschuld nullfünffünfsiebenfünfnullzwei ,Bundesschuld nullfünffünfsiebenfünfnullzwei  Zinsen für Bundesschatzbriefe,"Disagio auf Bundesanleihen, Bundesobligationen, Bundesschatzanweisungen, unverzinsliche Schatzanweisungen und Darlehen",575093205.0
162,2651,11,2,68261,246682060.31,Erstattung von Fahrgeldausfällen,Bundesministerium für Arbeit und Soziales,682611102,Bundesministerium für Arbeit und Soziales nullzweisechsachtzweisechseins ,Bundesministerium für Arbeit und Soziales nullzweisechsachtzweisechseins  Erstattung von Fahrgeldausfällen,Erstattung von Fahrgeldausfällen,682011105.0
163,3904,14,9,55307,242477358.63,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Bundesministerium der Verteidigung,553071409,Bundesministerium der Verteidigung nullneunfünffünfdreinullsieben ,Bundesministerium der Verteidigung nullneunfünffünfdreinullsieben  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,553071406.0
