,id,Zweckbestimmung,Ist 2012,Ist 2013,Ist 2014,Ist 2015,Ist 2016,Ist 2017,Ist 2018,Ist 2019,Ist 2020,Ist 2021,Ist 2022,Ist 2023
47,422010612,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,4087665.09,4219925.3,55351843.52,56773923.48,60151409.82,63558343.49,68966628.72,81937096.94,95041880.21,102383579.95,102626685.41,100485823.09
290,687020904,Wirtschaftsbeziehungen mit dem Ausland einschließlich Standortmarketing,51618081.95,54982249.08,59740938.0,61268024.19,64019400.71,65274257.9,73241973.03,85013367.07,84117616.01,84017639.05,90753206.24,95302938.84
792,685813004,Gesetzliche Endlageraufwendungen (Endlagervorausleistungen und Endlagergebühren),36575315.19,42182288.46,41567531.83,44298821.2,43696591.28,61107692.83,58210052.46,73638493.12,69100216.94,72305222.77,80127025.8,94688804.24
292,687050904,Erschließung von Auslandsmärkten,76437281.45,80567263.21,78883531.95,84679379.83,83099803.28,81733436.58,76073937.47,83883251.32,53496526.46,71951730.49,106108003.84,93227377.27
154,514010625,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",49729503.55,49840240.84,49529520.15,48084364.34,54367831.38,58545637.95,64073693.41,66355695.12,65023983.34,74852733.01,86341606.48,91500036.4
205,518020629,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,48745867.59,50952106.67,52847347.68,58964876.19,57384440.0,60148827.4,61792227.77,64334012.59,67925290.7,74097242.41,81288842.67,90921522.23
781,685403004,Klimaforschung und Lebensraum Erde - Forschungs- und Entwicklungsvorhaben,141117068.97,153387993.65,81074810.52,86941510.96,79660496.96,96278872.91,90572151.21,102759271.44,108187177.37,96965425.81,98005428.0,90164856.5
582,514011203,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",1474971.82,1467066.68,1283475.71,1289887.1,59177475.84,65678786.74,66847146.18,75893505.44,62101504.59,68915202.88,82586430.97,78573184.74
595,422011212,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,6570904.42,6715240.53,7072451.08,7221760.87,46742709.93,49862811.2,52277143.58,55896816.73,60381356.51,64382985.97,70800476.85,77708534.38
735,893203002,Überbetriebliche Berufsbildungsstätten,40000000.0,40000000.0,39999845.48,42000000.0,56000000.0,72000000.0,72000000.0,72000000.0,69830934.96,57999766.06,72000000.0,77193000.0
413,112010917,"Geldstrafen, Geldbußen und Gerichtskosten",224070644.71,325415197.74,536322556.5,336354473.16,326642278.33,142940458.15,463896734.06,245593689.88,876521610.02,59504366.67,38741809.89,75917991.7
676,132011407,Erlöse aus der Veräußerung von beweglichen Sachen,113705386.42,113078223.98,189656030.98,191921320.3,127754509.27,62959460.58,52276654.19,37553577.68,41107813.13,41942212.05,45826757.13,75091340.7
901,636446067,Erstattung an Sozialversicherungsträger für Rentenleistungen an Angehörige der ehemaligen Zollverwaltung der DDR und ihre Hinterbliebenen,49404578.68,51680104.42,54420121.19,57022816.26,60121390.92,63710262.04,66123595.14,68507005.78,71024994.04,69883817.56,73617058.23,74465000.0
767,687023004,Zusammenarbeit mit anderen Staaten in den Bereichen Bildung und Forschung,49025341.36,41122726.74,39634500.81,42297798.11,45398942.65,54678879.35,59165038.84,65891976.42,64038224.81,77462380.96,75739403.13,70398706.71
275,686040902,Berufliche Bildung für den Mittelstand Lehrlingsunterweisung,43440494.33,42244758.0,43469862.8,44113312.04,45083855.38,46996647.41,50199409.54,52318605.64,47750761.65,57651078.26,66960667.94,69842566.07
734,685213002,Maßnahmen zur Verbesserung der Berufsorientierung,59980918.0,65863861.83,64355828.5,65666401.84,61440136.8,65426263.13,65731688.32,77319894.29,63540814.48,54651168.64,62832372.35,69616156.33
733,685203002,Innovationen und Strukturentwicklungen in der beruflichen Bildung,91028297.97,86271822.67,73906289.31,75051676.25,76270016.14,64008370.53,55525172.3,57532197.52,67676788.31,77172048.81,76129798.95,69604014.65
153,511010625,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",11076948.05,11290972.85,30654375.95,30263474.28,39574637.39,37734019.42,40322985.49,55251346.07,58090451.71,77929895.44,76952323.87,68686406.52
217,812010629,Erwerb von Geräten und Ausrüstungsgegenständen,9173313.06,6893305.42,10157329.98,10865448.98,11382529.93,14973411.69,17875070.55,26396394.56,32048018.06,22990285.71,37391677.34,68210567.99
724,687722302,Ziviler Friedensdienst,29442727.68,29268000.0,34000000.0,39000000.0,42000000.0,45000000.0,44973400.0,55000000.0,54871487.09,54971500.0,56099998.8,63919998.8
778,683273004,Sicherheitsforschung,53069690.12,48733336.85,44864686.96,49551303.81,53065348.6,50477874.17,53367839.13,56781035.35,53075743.77,58811027.68,58961522.5,63179021.68
680,514021407,Gemeinschaftsverpflegung,78535436.95,67282609.6,67047521.0,66984516.95,59206818.75,50254349.52,55941801.96,48823568.28,27750740.77,28176312.13,47140740.31,62299487.72
720,687032302,Förderung der Sozialstruktur,44288274.75,44008573.63,44465548.85,44392219.75,47576929.88,52471128.9,55878759.53,61738268.84,60760285.31,60855361.13,59999931.93,61019998.67
766,541013004,"Analysen, Planung und Datenerhebung",11779659.04,10113467.0,9899214.52,10664380.48,12652786.49,12612000.38,10487074.75,14683086.42,32910554.18,38631035.54,47362307.09,60509698.75
736,685303002,BIBB - Betrieb,29939967.95,32850740.16,37100729.53,35794220.56,35366038.89,36673689.54,39295997.35,50402333.58,49897539.65,53569998.06,57500795.47,59921152.24
847,697016002,Ausgaben im Zusammenhang mit dem Zwischenerwerb von EADS-Anteilen durch die Kreditanstalt für Wiederaufbau,4098825.15,7270046.62,4826225.79,239197.78,267171.73,338717.31,238401.17,268778.88,259393.56,175426.74,233462.39,59824279.53
168,811010625,Erwerb von Fahrzeugen,25432622.3,25227498.89,21459613.64,25096294.61,26146437.48,36831475.26,39589215.24,40048350.45,67360937.09,46483434.6,37956745.42,57414630.32
729,681113002,Begabtenförderung Berufliche Bildung,42184486.57,44497497.94,45829431.63,45980761.6,49314975.34,52461348.95,53272190.36,60618476.41,61437908.76,65629398.05,64713852.65,57262524.6
656,538021403,"Transporte der Bundeswehr im In- und Ausland, soweit nicht an anderer Stelle des Epl. 14 veranschlagt",34969430.92,36052094.7,42621218.38,34206944.2,34312774.84,33119127.83,34042953.61,43877142.47,37469369.07,45831720.97,50942373.68,57206153.12
216,811010629,Erwerb von Fahrzeugen,21744451.05,22535680.96,26108334.07,18880574.22,19033023.24,26973812.19,24892284.91,58122892.22,82984131.64,93418819.34,89372784.07,56527269.82
308,428010913,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,38499481.87,38745467.85,40331373.8,41373323.6,39855804.23,41409468.91,45025596.15,48866557.72,53170182.8,54493549.53,53675154.89,56371608.91
120,422010623,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17634815.07,18654371.95,20595801.74,21705739.76,23328852.44,25037948.87,28459859.37,32933486.37,38870594.5,44755155.68,49710514.06,56293543.89
758,685603003,Sonstige institutionell geförderte Einrichtungen im Bereich Bildung und Forschung - Betrieb,16647700.0,17572165.64,17948900.0,18750618.0,24965406.72,26415400.5,36997041.5,39632950.0,33550957.0,49201420.0,52839410.0,54313250.0
136,511010624,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",20128.11,20306.05,20707680.35,20180762.82,23381632.38,25330879.48,32542359.88,38023324.02,38273131.96,48473181.56,45458747.07,54295401.74
712,119991702,Vermischte Einnahmen,5583298.21,8067089.17,10565201.39,8220205.55,12714733.16,9287875.32,8578603.25,13400067.41,40854962.69,36519229.92,56907846.68,52765829.69
169,811050625,Erwerb von Luftfahrzeugen,31887362.4,30962025.63,28435159.87,30351166.01,36804821.07,82023632.5,80565183.76,65953567.15,49318185.93,49885316.84,48437937.25,52204318.89
666,521211403,Betrieb und Unterhaltung der Schieß- und Übungsplätze,18373163.53,22555143.65,12622833.05,16961989.66,16510172.29,22011435.0,21656706.15,28245257.33,30835122.84,29561721.66,33112973.46,52114377.86
297,632010910,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),35440200.0,37328350.0,39681000.0,41128430.5,42480765.0,43774715.0,46116355.53,47237880.91,53849628.09,55527440.0,56779976.0,52001081.67
769,687043004,Stärkung Deutschlands im Europäischen Forschungs- und Bildungsraum,22298172.75,29939046.73,29276382.38,34040008.16,40740130.92,42525940.42,42390961.26,42219120.53,49048238.63,48948736.54,52155453.38,50357703.36
172,812040625,Erwerb von Waffen und Gerät,12995542.35,15680044.84,13586984.64,13119275.24,20926741.85,21631222.64,21969059.45,42658268.84,78811767.2,78868956.84,61335207.71,49731833.38
293,119990910,Vermischte Einnahmen,23621438.32,14925102.32,17752070.74,15308860.39,134185641.73,26836853.72,43920518.48,32933931.36,21410523.98,42199485.82,393408476.58,49601968.77
212,532050629,Ausgaben der Ortsverbände,26910651.04,26915877.59,26916101.01,26937651.24,34907549.92,34917016.32,34994469.76,35051341.03,41664768.1,47199527.31,48838738.9,48867430.57
771,685103004,Innovationsförderung in den neuen Ländern,140072078.0,129405227.0,114794267.56,122394620.01,152862702.4,174948908.19,141207302.16,174536494.64,162704768.78,181384900.57,156825940.09,47496650.47
750,685203003,DGIA - Betrieb,34287000.0,36711000.0,37254000.0,38362000.0,38025000.0,38784000.0,41479000.0,42539000.0,43464000.0,44855000.0,45791000.0,47188000.0
231,518020633,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,8250244.92,8273292.26,8279340.51,13085823.39,49223000.0,57022870.25,41779762.34,48453266.36,38843806.15,48329522.5,36821480.05,46315667.67
229,517010633,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3947057.75,4801062.88,4334001.42,8555224.57,24596219.4,42388091.65,39430244.73,34074724.26,33585936.98,37207617.25,41241201.88,46289781.56
42,711210602,"Kleine Neu-, Um- und Erweiterungsbauten",28434610.59,62156934.98,59264398.94,7187086.89,19877979.14,9224703.12,15232659.64,17763853.93,25980037.33,34036466.39,38282948.71,44687932.67
657,539991403,Vermischte Verwaltungsausgaben,6693597.81,9055792.65,6134343.85,10633222.04,11907460.13,16086436.79,16966973.83,24023741.62,19999477.28,28559564.98,30487202.68,44431330.78
171,812010625,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",18201954.83,13121467.43,17837368.41,23593165.4,24490527.7,28410506.76,33260029.34,24607982.75,64959113.05,45600154.95,42892149.1,43612108.44
739,685423002,Weiterbildung und Lebenslanges Lernen,77303392.25,60191759.79,50733426.03,38151019.71,46604166.94,78830742.29,93658232.77,74485554.23,63459640.28,54935691.04,45433433.03,43386686.04
795,541023205,Zahlungen an die Bundesrepublik Deutschland - Finanzagentur GmbH,24433886.21,27327350.21,25700866.21,30373469.98,30167696.99,32892525.83,42310839.68,40512369.85,48288002.19,56572754.4,45615802.79,42754271.36
723,684712302,Förderung der entwicklungspolitischen Bildung,19783822.54,18591288.96,21142127.91,23924682.61,31581905.22,32104607.94,37096611.84,48437997.07,39944850.45,40108587.78,37936225.61,42355060.84
725,687742302,Entwicklungspolitischer Freiwilligendienst,26852552.33,26197561.55,29134625.49,29575282.5,38059352.04,42883208.45,43489096.53,46668690.86,34960580.26,30943894.44,38076283.65,41900727.06
796,573143205,Zinsen für Ausgleichsforderungen der Deutschen Bundesbank und nach dem Umstellungsergänzungsgesetz sowie Rentenausgleichsforderungen zur Aufbesserung von Versicherungsleistungen,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12,41600842.12
246,532020635,Politische Bildungsarbeit,14752511.5,19455552.12,21762654.43,22464869.66,23365103.38,23332082.63,24820021.51,29924299.74,25348490.93,31635719.37,35518596.5,41485324.75
152,453010625,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",16563634.33,15191772.57,15916778.58,16596123.95,28628562.3,32709052.24,39756040.47,35386465.58,27272295.49,32535096.65,41936628.53,40889537.17
122,428010623,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,11126525.09,10997396.73,10408446.12,11385869.43,12198431.35,15806913.1,20365540.49,23466190.15,27972193.58,33942363.7,38384417.61,40751432.78
288,686010904,"Zuwendung an die Deutsche Zentrale für Tourismus e. V., Frankfurt (Main)",27713000.0,28275000.0,28361000.0,30574000.0,30574000.0,30644000.0,32649000.0,34286000.0,33978000.0,44498000.0,39098000.0,40598000.0
306,422010913,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,28920547.75,29612286.3,30314163.31,30628304.28,31702701.49,32489895.53,33767746.16,34982228.19,35997992.85,37842772.74,39276348.89,40453333.99
597,428011212,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,28539460.46,28972265.9,29926218.7,30351129.37,29975955.13,30797722.75,33257336.11,36640352.2,38451585.44,40687524.74,40603541.74,40341405.25
282,893010902,Berufliche Bildung für den Mittelstand Fortbildungseinrichtungen,28063993.34,28758803.67,29729651.58,29063162.84,25377798.21,17893813.35,17841768.73,28833927.42,28839969.88,32749925.65,37692163.13,39942903.29
463,893011004,Zuschüsse für Investitionen an die Bundesanstalt für Landwirtschaft und Ernährung (BLE),1177917.35,3273165.57,3576526.06,4740953.11,5167156.34,22707891.41,4025047.65,9738419.35,3430461.05,3516748.74,3683127.19,39700392.47
170,811060625,Erwerb von Seefahrzeugen,1122300.99,1575796.4,2251966.42,1649143.89,33572432.7,74358407.46,39653740.63,55806206.49,13851801.14,70665216.21,22272154.97,39062584.91
474,428011013,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,30469389.73,31245094.26,31949269.86,33139184.92,33390721.4,33338235.3,35596844.34,36477347.0,38392643.8,38025178.41,36918173.04,38712508.26
286,698110903,Anpassungsgeld für Arbeitnehmer des Steinkohlenbergbaus,105775303.33,114867339.72,116595918.54,111575793.73,107256117.28,100145332.42,90398806.35,81933966.31,73879016.96,60608588.85,48684836.55,38619037.68
848,882016002,Zuweisungen an Länder für Investitionen im Bereich der Seehäfen gem. Art. 9 des Solidarpaktfortführungsgesetzes,38346000.0,38346000.0,38346000.0,38346000.0,38346000.0,38346000.0,38346000.0,38346000.0,38345491.11,38346000.0,38346000.0,38346000.0
163,532010625,"Verwendung, Einsätze und Maßnahmen der Bundespolizei außerhalb des Bundesgebiets",24100039.67,24883674.75,4235035.99,3664299.87,4568128.14,7094597.25,8337830.1,12896139.65,13926050.15,27684263.89,31892932.24,38326533.37
794,541013205,Ausgaben aus Anlass der Beschaffung von Mitteln im Wege des Kredits,3711010.99,4713122.27,4144516.86,11290719.62,2925170.52,3791160.08,4321231.23,173098884.05,44767183.47,26475279.33,28762354.08,38294012.0
730,681123002,Nationales Stipendienprogramm,17519447.68,26257156.97,29770321.57,30937234.81,32689919.41,32061896.47,33819251.49,34710042.68,34435991.41,35792452.78,36822068.84,38289081.79
650,511011403,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",21478955.1,19907914.38,20716266.83,20394555.51,21161719.89,20786012.77,21452400.91,22640849.33,30635889.5,49635798.07,48534809.64,38233651.63
161,527010625,Dienstreisen,12520891.62,12849569.12,13079818.57,14195968.87,28995843.48,27069928.51,14664706.97,23530590.88,32801458.89,26446790.92,43120805.85,37823142.77
510,518021014,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,36080000.0,33399205.84,37254579.84,37254579.84,37314335.12,37292776.56,37292776.56,37619999.53,36978223.14,37041723.96,37583826.36,37592326.32
749,685113003,Programm der Akademien der Wissenschaften,27170000.0,28537500.0,29965000.0,31462500.0,31455681.64,32407500.0,33380000.0,34381000.0,35412000.0,35412000.0,36474000.0,37568000.0
264,518020812,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5269180.87,22993697.72,22983883.92,23397161.78,23268649.36,25874451.4,25861044.12,26890881.96,28918426.32,30963944.72,37199358.57,37333647.43
655,538011403,Nachwuchswerbung,28922079.75,29984338.54,29972369.81,35263028.14,34080526.57,35242506.4,34484640.0,34051506.92,33590469.08,34421623.8,35231710.05,36970093.56
279,686080902,Förderung unternehmerischen Know-hows,61532237.16,77325433.78,64801848.52,77531099.07,37522374.89,52899481.83,51876470.07,51484548.51,52909204.51,49581624.88,36682667.96,35949741.36
227,511010633,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1884805.77,2514198.67,4239594.96,9369751.42,32169829.11,18209205.27,12809467.76,17286783.71,30474524.28,16121929.87,31560485.77,35324542.74
667,527211403,Dienstreisen,11676751.44,10862464.03,13429329.4,15794921.77,15356344.15,18970459.43,23750933.95,22187709.8,13967286.14,16257144.05,27958036.97,34905706.71
